Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,AGDD,AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Accum_Prcp,Daylength
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183138,501,Open flowers,2022,4,15,105,2459685,1,2022,5,5,125,2459705,5,501.63,902.93,6.55,16.68,29.79,19.65,-2.14,6.85,19.73,10.71,234.16,320.2,184.02,446.02,329.58,47136
32789,40.73082,-73.99733,5,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,183140,501,Open flowers,2022,3,30,89,2459669,7,2022,3,30,89,2459669,2,325.35,585.63,6.55,16.68,29.79,19.65,-2.14,6.85,19.73,10.71,234.16,320.2,184.02,446.02,266.86,44531
32789,40.73082,-73.99733,5,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,183140,501,Open flowers,2022,4,11,101,2459681,10,2022,4,11,101,2459681,3,437.35,787.22,6.55,16.68,29.79,19.65,-2.14,6.85,19.73,10.71,234.16,320.2,184.02,446.02,325.48,46497
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183141,501,Open flowers,2022,4,19,109,2459689,27,2022,5,2,122,2459702,37,537.31,967.15,6.55,16.68,29.79,19.65,-2.14,6.85,19.73,10.71,234.16,320.2,184.02,446.02,379.01,47764
38032,44.863602,-78.285202,369,ON,1189,Prunus,pensylvanica,pin cherry,Plantae,234428,501,Open flowers,2022,5,14,134,2459714,4,2022,5,22,142,2459722,2,318.56,573.41,-2,11.1,24.5,13.68,-14.38,-1.79,10.74,2.58,245.82,236.18,317.21,371.99,339.94,52551
46742,35.485901,-82.997948,820,NC,1753,Prunus,cerasus,sour cherry,Plantae,286245,501,Open flowers,2022,4,19,109,2459689,15,2022,4,19,109,2459689,8,657.94,1184.29,11.33,19.93,27.53,19.18,-2.06,5.34,15.85,6.41,401.43,380.21,278.58,198.1,508.49,46977
47791,44.570518,-123.278702,77,OR,227,Prunus,serrulata,Japanese flowering cherry,Plantae,292789,501,Open flowers,2022,4,8,98,2459678,-9999,2022,4,8,98,2459678,-9999,644.12,1159.41,9.1,15.06,27.46,18.3,1.02,3.98,11.46,7.12,486.18,360.39,67.86,280.77,295.65,46418
48039,35.928917,-79.914223,244,NC,227,Prunus,serrulata,Japanese flowering cherry,Plantae,293859,501,Open flowers,2022,4,30,120,2459700,-9999,2022,4,30,120,2459700,-9999,1135.7,2044.25,13.26,22.61,30.91,22.19,0.62,8.84,19.58,9.79,269.99,366.09,314.56,239.56,488.3,48421
48098,42.721954,-73.752441,100,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,294676,501,Open flowers,2022,4,27,117,2459697,7,2022,4,27,117,2459697,-9999,402.71,724.87,3.02,15.98,28.77,17.14,-7.86,3.09,15.4,6.17,180.19,289.15,232.07,384.41,333.66,49403
1904,47.143215,-93.431,394,MN,1189,Prunus,pensylvanica,pin cherry,Plantae,295704,501,Open flowers,2022,5,26,146,2459726,-9999,2022,5,26,146,2459726,3,362.24,652.02,-7.47,8.19,24.88,13.7,-20.84,-2.94,12.21,2.26,131.55,321.48,302.48,252.06,249.74,54983
1904,47.143215,-93.431,394,MN,1189,Prunus,pensylvanica,pin cherry,Plantae,295704,501,Open flowers,2022,6,3,154,2459734,5,2022,6,3,154,2459734,4,477.69,859.84,-7.47,8.19,24.88,13.7,-20.84,-2.94,12.21,2.26,131.55,321.48,302.48,252.06,370.3,55782
1904,47.143215,-93.431,394,MN,1189,Prunus,pensylvanica,pin cherry,Plantae,295704,501,Open flowers,2022,6,10,161,2459741,3,2022,6,10,161,2459741,10,579.77,1043.58,-7.47,8.19,24.88,13.7,-20.84,-2.94,12.21,2.26,131.55,321.48,302.48,252.06,373.45,56265
18536,40.866119,-73.879341,25,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,73380,501,Open flowers,2023,4,9,99,2460044,7,2023,4,13,103,2460048,6,556.83,1002.29,7.86,16.83,27.81,18.96,-0.28,6.37,18.44,9.56,301.45,344.12,388.05,365.66,288.08,46192
18536,40.866119,-73.879341,25,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,73380,501,Open flowers,2023,4,20,110,2460055,1,2023,4,20,110,2460055,3,735.39,1323.69,7.86,16.83,27.81,18.96,-0.28,6.37,18.44,9.56,301.45,344.12,388.05,365.66,292.34,47948
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183138,501,Open flowers,2023,4,11,101,2460046,1,2023,4,25,115,2460060,2,613.42,1104.15,8.19,17.04,28.06,19.18,0.02,6.72,18.79,9.72,301.85,378.42,352.52,370.98,289.44,46497
32789,40.73082,-73.99733,5,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,183140,501,Open flowers,2023,4,2,92,2460037,13,2023,4,10,100,2460045,8,513.45,924.21,8.19,17.04,28.06,19.18,0.02,6.72,18.79,9.72,301.85,378.42,352.52,370.98,289.44,45027
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183141,501,Open flowers,2023,4,12,102,2460047,2,2023,4,18,108,2460053,12,635.04,1143.06,8.19,17.04,28.06,19.18,0.02,6.72,18.79,9.72,301.85,378.42,352.52,370.98,289.44,46658
38032,44.863602,-78.285202,369,ON,1189,Prunus,pensylvanica,pin cherry,Plantae,234428,501,Open flowers,2023,5,8,128,2460073,1,2023,5,19,139,2460084,1,257.7,463.86,-0.99,11.23,23.9,13.42,-10.26,-2.29,11.02,1.46,292.68,297.14,320.22,253.42,432.63,51675
1904,47.143215,-93.431,394,MN,1189,Prunus,pensylvanica,pin cherry,Plantae,295704,501,Open flowers,2023,5,17,137,2460082,2,2023,5,28,148,2460093,4,321.59,578.85,-5.21,10.6,25.74,12.29,-15.48,-3.26,11.98,1.22,118.53,159.51,117.81,138.62,198.66,53812
50739,40.691261,-73.963165,20,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,308269,501,Open flowers,2023,3,27,86,2460031,-9999,2023,3,27,86,2460031,15,472.95,851.31,8.28,17,28.04,19.26,0.13,6.77,18.87,9.85,292.3,341.05,307.47,338.07,245.68,44033
50739,40.691261,-73.963165,20,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,308269,501,Open flowers,2023,4,13,103,2460048,2,2023,4,13,103,2460048,-9999,663.7,1194.66,8.28,17,28.04,19.26,0.13,6.77,18.87,9.85,292.3,341.05,307.47,338.07,254.33,46818
51102,40.6912,-73.963203,20,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,310804,501,Open flowers,2023,3,27,86,2460031,-9999,2023,3,27,86,2460031,-9999,472.95,851.31,8.28,17,28.04,19.26,0.13,6.77,18.87,9.85,292.3,341.05,307.47,338.07,245.68,44033
50546,41.844032,-71.436195,54,RI,227,Prunus,serrulata,Japanese flowering cherry,Plantae,312979,501,Open flowers,2023,4,18,108,2460053,7,2023,5,2,122,2460067,-9999,493.58,888.44,6.65,15.62,26.07,18.04,-2.89,3.46,15.94,6.99,358.52,330.5,455.84,473.18,368.07,47791
51658,47.837257,-122.215523,72,WA,227,Prunus,serrulata,Japanese flowering cherry,Plantae,314186,501,Open flowers,2023,4,9,99,2460044,-9999,2023,4,24,114,2460059,13,583.46,1050.22,7.53,15.15,24.48,16.91,1.35,5.64,12.59,6.85,401.91,198.92,61.09,224.99,331.26,47018
52046,39.296749,-102.272293,1268,CO,227,Prunus,serrulata,Japanese flowering cherry,Plantae,316675,501,Open flowers,2023,5,4,124,2460069,-9999,2023,5,4,124,2460069,-9999,457.12,822.82,4.38,17.37,30.11,20.74,-9.95,0.75,14.44,2.2,69.56,149.03,278.64,14.07,81.09,49628
52605,38.038338,-84.5047,295,KY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,320180,501,Open flowers,2023,9,12,255,2460200,-9999,2023,10,2,275,2460220,7,3936.56,7085.8,10.36,19.46,28.84,20.24,-0.45,5.96,17.17,6.59,382.02,264.38,419.91,151.26,981.21,44485
8901,35.590618,-83.470062,1794,TN,1189,Prunus,pensylvanica,pin cherry,Plantae,48480,501,Open flowers,2024,5,20,141,2460451,12,2024,5,20,141,2460451,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
18536,40.866119,-73.879341,25,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,73380,501,Open flowers,2024,4,7,98,2460408,7,2024,4,19,110,2460420,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
18536,40.866119,-73.879341,25,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,73380,501,Open flowers,2024,5,7,128,2460438,9,2024,5,7,128,2460438,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183138,501,Open flowers,2024,4,15,106,2460416,8,2024,4,30,121,2460431,136,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32789,40.73082,-73.99733,5,NY,228,Prunus,yedoensis,Yoshino cherry,Plantae,183140,501,Open flowers,2024,3,22,82,2460392,5,2024,4,4,95,2460405,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32789,40.73082,-73.99733,5,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,183141,501,Open flowers,2024,4,14,105,2460415,20,2024,4,30,121,2460431,14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38032,44.863602,-78.285202,369,ON,1189,Prunus,pensylvanica,pin cherry,Plantae,234428,501,Open flowers,2024,5,19,140,2460450,1,2024,5,23,144,2460454,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1904,47.143215,-93.431,394,MN,1189,Prunus,pensylvanica,pin cherry,Plantae,295704,501,Open flowers,2024,5,15,136,2460446,3,2024,5,26,147,2460457,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
54600,45.507801,-71.674103,230,QC,1189,Prunus,pensylvanica,pin cherry,Plantae,331970,501,Open flowers,2024,4,30,121,2460431,10,2024,5,6,127,2460437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
54685,44.564568,-123.262047,-9999,OR,227,Prunus,serrulata,Japanese flowering cherry,Plantae,332191,501,Open flowers,2024,4,14,105,2460415,-9999,2024,4,14,105,2460415,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
54156,42.716637,-73.752335,-9999,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,332943,501,Open flowers,2024,4,24,115,2460425,7,2024,4,24,115,2460425,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
54813,42.717861,-73.751198,-9999,NY,227,Prunus,serrulata,Japanese flowering cherry,Plantae,332945,501,Open flowers,2024,4,29,120,2460430,-9999,2024,4,29,120,2460430,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
54861,41.843307,-71.433029,-9999,RI,228,Prunus,yedoensis,Yoshino cherry,Plantae,333087,501,Open flowers,2024,4,9,100,2460410,8,2024,4,16,107,2460417,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
54811,42.470501,-73.391502,219,NY,1753,Prunus,cerasus,sour cherry,Plantae,333096,501,Open flowers,2024,5,3,124,2460434,-9999,2024,5,3,124,2460434,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
